MonsterID,Icon,Name,InheritFrom,MonsterType,SpawnAppear,MonsterGroup,EntityName,EntityClass,EntityCustomType,Race,CameraDelayTime,DeathCamera,DeathCameraPoint,InteractCamera,InteractCameraPoint,CatchCamera,CatchCameraPoint,ChangeAreaType,Difficulty,Art Index ID,LootSize,Size,CaptureHPPercent, ExistTime, BB:InitState, BB:MaxHealth, icon, whether it can be stripped, whether it can be captured, critical hit rate, critical hit correction, water attribute correction value, fire attribute correction value, thunder attribute correction value, dragon attribute correction value, ice attribute correction value value, slash correction value, strike correction value, bullet correction value, water attribute accumulation value, fire attribute accumulation value, thunder attribute accumulation value, dragon attribute accumulation value, ice attribute accumulation value, no attribute accumulation value, BodySize, IdleSequenceName, InterestPointType,MaxPower,PowerRecoverySpeed,EmotionAngryTime,AngryDamagePeakRange,AngryDamagePeakValue,EmotionAngryAnimSpeed,xx,SkillSpeed,RegionMaxTime,RegionMinTime,DistBodySize,PreLoadBTOnServer,LootBone,LootOffset,LootRotation,EnableLemonSystem,MinTag,MaxTag,EnterLe monMinHP,EnterLemonMaxHP,LemonTime,LeaveLemonMinHP,LeaveLemonMaxHP,NeedShowEvEDmg, NeedHidePVEDmg,UseCombatNPCAtkModify
50251,50200,刀奇面,,2,0,,M020_BladeShaka,EmCommon,M020_BladeShaka,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50252,50200,箭奇面,,2,0,,M020_ArrowShaka,EmCommon,M020_ArrowShaka,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50253,50200,祭司奇面,,2,0,,M020_PriestShaka,EmCommon,M020_PriestShaka,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50261,50200,奇面族祭祀（守护）,,2,1,,M020PriestL05,EmCommon,M020PriestL05,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,0,,"0,0,0",0,,,,,,,,,,,
50270,50200,奇面王,,2,0,,M027_MaskKing,EmCommon,M027_MaskKing,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50271,50200,奇面王（守护）,,2,0,,M027_MaskKingL05,EmCommon,M027_MaskKingL05,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,0,,"0,0,0",0,,,,,,,,,,,
50280,,蝴蝶,,2,0,,M028_Butterfly,EmCommon,M028_Butterfly,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50281,,蝴蝶亚种,,2,0,,M028u_Butterfly,EmCommon,M028u_Butterfly,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50282,,蝴蝶特殊种,,2,0,,M028_u02_Butterfly,EmCommon,M028_u02_Butterfly,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50310,,小水龙,,2,0|2,,M031,EmCommon,M031,6,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Swim,1,,4,,15,,Idle,4000,,1,,,,,,,,,,,,,,,,,,3,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50320,,火柱,,2,1,,M032,EmCommon,M032,,0,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50330,,浮标,,2,0,,Float,EmCommon,Float,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50340,50340,小碎龙,,2,0|1,,M033,EmCommon,M033,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,0.6,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50350,50200,足球,,2,0,,M035,EmCommon,M035,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60010,60010,河狸兽,,1,0,,Em001,EmCommon,Em001,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,587,20,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.05,1.1,0.85,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60011,60011,沙狸兽,,1,0,,Em001_u01,EmCommon,Em001_u01,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|GoDown,,,3,587,20,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60012,60012,战鬼河狸兽,,1,0,,Em001_u02,EmCommon,Em001_u02,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,587,15,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,12000,100,0.1,1.25,1.3,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60013,60010,河狸兽,,1,0,,Em001_u03,EmCommon,Em001_u03,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,587,15,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.05,1.1,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60014,60010,视频用河狸兽,,1,0,,Em001,EmCommon,Em001,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,687,15,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.05,1.1,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60015,60015,河狸兽,,1,0,,Em001_ex01,EmCommon,Em001_ex01,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,587,20,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.5,1.1,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60017,60010,河狸兽,,1,0,,Em001SP,EmCommon,Em001SP,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Swim,,,3,587,15,,Idle,2600,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60018,60010,河狸兽妈妈,,1,0,,Casule_Em001_Mother,EmCommon,Casule_Em001_Mother,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,0,,"0,0,0",0,,,,,,,,,,,
60019,60010,胆小的河狸幼崽,,2,0,,Casule_Em001_Kid,EmCommon,Casule_Em001_Kid,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60020,60020,蓝速龙王,,1,0,,Em002,EmCommon,Em002,3,0,SpeedDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SpeedDragonCatchCamera,SpeedDragonCatchCameraPoint,Run,,,1.2,772,20,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,60,100,0.2,1.05,1.1,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60021,60020,测试怪,,2,0,,Em002SP,EmCommon,Em002SP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60022,60022,红速龙王,,1,0,,Em002_u02,EmCommon,Em002_u02,3,0,SpeedDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SpeedDragonCatchCamera,SpeedDragonCatchCameraPoint,Run,,,1.2,829,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,60,100,0.2,1.1,1.2,0.85,240,80,3,1,,"0,0,0",0,0,3,3,10,10,3000000,100,100,,,
60023,60022,红速龙王,,1,0,,Em002_u02,EmCommon,Em002_u02,3,0,SpeedDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SpeedDragonCatchCamera,SpeedDragonCatchCameraPoint,Run,,,1.2,829,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,60,100,0.2,2.2,1.1,2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60024,60024,白速龙王,,1,0,,Em002_u01,EmCommon,Em002_u01,3,0,SpeedDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SpeedDragonCatchCamera,SpeedDragonCatchCameraPoint,Run,,,1.2,772,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,60,100,0.2,1.05,1.1,0.9,240,80,3,1,,"0,0,0",0,0,4,4,10,10,3000000,100,100,,,
60030,60030,大野猪王,,1,0,,Em003,EmCommon,Em003,2,0,WildPigDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,WildPigCatchCamera,WildPigCatchCameraPoint,Run,,,1.4,645,20,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60031,,蜜蜂群,,2,0,,Em003Bee,EmCommon,Em003Bee,0,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,0,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60032,60030,任务专用大野猪王,,1,0,,Em003New,EmCommon,Em003New,2,0,WildPigDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,1.4,645,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.05,1.2,0.85,800,790,3,1,,"0,0,0",0,,,,,,,,,,,
60033,60030,刚鬣金彘,,1,0,,Em003_u01,EmCommon,Em003_u01,2,0,WildPigDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,WildPigCatchCamera,WildPigCatchCameraPoint,Run,,,1.4,888,20,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60034,60030,御五相大野猪王,,1,0,,Em003_u02,EmCommon,Em003_u02,2,0,WildPigDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,WildPigCatchCamera,WildPigCatchCameraPoint,Run,,,1.4,741,20,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.04,1.05,1.1,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60040,60040,大怪鸟,,1,0|2,,Em004,EmCommon,Em004,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,2.5,938,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60041,60041,青怪鸟,,1,0|2,,Em004_u01,EmCommon,Em004_u01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,2.5,938,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.08,1.1,1.15,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60042,60041,青怪鸟,,1,0|2,,Em004_u02,EmCommon,Em004_u02,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,1,938,15,,,,,1,,,,,,,,,,,,,,,,,,3,,,100,,120,100,0.1,1.2,1.25,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60043,60043,大怪鸟,,1,0|2,,Em004_ex01,EmCommon,Em004_ex01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,2.5,938,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.5,1.2,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60049,60049,愚人节大怪鸟,,1,0|2,,Em004_u28,EmCommon,Em004_u28,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,2.5,938,20,,,,,0,,,,,,,,,,,,,,,,,,2,,,100,,2400,100,0.2,1.2,1.25,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60050,60050,鬼狩蛛,,1,0,,Em005,EmCommon,Em005,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,Run,,,2.5,723,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60051,60051,骇狩蛛,,1,0,,Em005_u01,EmCommon,Em005_u01,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,Run,,,2.5,723,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.2,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60053,60053,鬼狩蛛,,1,0,,Em005_ex01,EmCommon,Em005_ex01,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,Run,,,2.5,723,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.4,1.2,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60054,60054,骇狩蛛,,1,0,,Em005_u01_ex01,EmCommon,Em005_u01_ex01,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,Run,,,2.5,723,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.45,1.2,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60059,60050,NT鬼狩蛛,,1,0,,Em005_NT,EmCommon,Em005_NT,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,Run,,,2.5,723,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60060,60060,黄速龙王,,1,0,,Em006,EmCommon,Em006,3,0,SpeedDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SpeedDragonCatchCamera,SpeedDragonCatchCameraPoint,Run,,,2,765,20,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.05,1.1,0.8,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60070,60070,毒怪鸟,,1,0|2,,Em007,EmCommon,Em007,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1069,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.2,1.25,0.85,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60071,60071,紫毒怪鸟,,1,0|2,,Em007_u01,EmCommon,Em007_u01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1069,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.2,1.25,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60073,60073,毒怪鸟,,1,0|2,,Em007_ex01,EmCommon,Em007_ex01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1069,20,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.5,1.25,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60079,60070,演员毒怪鸟,,1,0,,Em007SP,EmCommon,Em007SP,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1069,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,10,10,3,1,,"0,0,0",0,,,,,,,,,,,
60080,60080,桃毛兽王,,1,0,,Em008,EmCommon,Em008,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Fly,1,,3,1043,20,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60081,60081,金毛兽王,,1,0,,Em008_u01,EmCommon,Em008_u01,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Fly,1,,3,1043,15,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,150,100,0.08,1.15,1.2,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60082,60082,桃毛兽王,,1,0,,Em008_ex01,EmCommon,Em008_ex01,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Fly,1,,3,1043,20,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.45,1.2,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60083,60083,金毛兽王,,1,0,,Em008_u01_ex01,EmCommon,Em008_u01_ex01,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Run|Fly,1,,3,1043,15,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,150,100,0.04,1.45,1.2,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60087,60080,愚人节桃毛兽王A,,1,0,,Em008_u08,EmCommon,Em008_u08,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Fly,1,,3,1043,20,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,2400,100,0.3,1.15,1.2,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60088,60080,愚人节桃毛兽王B,,1,0,,Em008_u08sp,EmCommon,Em008_u08sp,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Fly,1,,3,1043,20,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,2400,100,0.3,1.15,1.2,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60089,60080,愚人节桃毛兽王C,,1,0,,Em008_u42,EmCommon,Em008_u42,2,0,TeethBeastDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TeethBeastCatchCamera,TeethBeastCatchCameraPoint,Fly,1,,3,1043,20,,Idle,4000,,1,,,,,,,,,,,,,,,,,,2,,,100,,2400,100,0.3,1.13,1.18,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60090,60090,沙雷鸟,,1,0|2,,Em009,EmCommon,Em009,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1096,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.18,1.23,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60091,60091,冰雷鸟,,1,0|2,,Em009_u01,EmCommon,Em009_u01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1096,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.2,1.25,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60092,60092,沙雷鸟,,1,0|2,,Em009_ex01,EmCommon,Em009_ex01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1096,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.43,1.23,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60093,60093,冰雷鸟,,1,0|2,,Em009_u01_ex01,EmCommon,Em009_u01_ex01,3,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,1096,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.45,1.25,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60098,,冰雷球,,2,0,,Em009_u01_IceMine,EmCommon,Em009_u01_IceMine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,1,
60099,,沙雷球,,2,0,,Em009_SandMine,EmCommon,Em009_SandMine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,1,
60100,60100,大名盾蟹,,1,1,,Em010,EmCommon,Em010,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,GoDown,,,3,1033,15,,,,,1,,,,,,,,,,,,,,,,,,3,,,100,,120,100,0.1,1.05,1.1,0.8,240,80,3,1,,"0,0,0",0,0,5,5,10,10,3000000,100,100,,,
60101,60101,大名盾蟹,,1,1,,Em010_ex01,EmCommon,Em010_ex01,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,GoDown,,,3,1033,15,,,,,1,,,,,,,,,,,,,,,,,,3,,,100,,120,100,0.05,1.45,1.1,1.2,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60102,60102,葵盾蟹,,1,1,,Em010_u01,EmCommon,Em010_u01,4,0,TestaDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,GoDown,,,3,1033,15,,,,,1,,,,,,,,,,,,,,,,,,3,,,100,,120,100,0.05,1.1,1.1,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60107,,盾蟹泡泡绿,,2,0,,Em010_Bubble_u02,EmCommon,Em010_Bubble_u02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60108,,盾蟹泡泡亚,,2,0,,Em010_Bubble_u01,EmCommon,Em010_Bubble_u01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60109,,盾蟹泡泡,,2,0,,Em010_Bubble,EmCommon,Em010_Bubble,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,0.85,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60110,60110,沙龙王,,1,0,,Em011,EmCommon,Em011,6,0,SandDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SandDragonCatchCamera,SandDragonCatchCameraPoint,GoDown,,,3,1623,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.05,1.1,0.9,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60111,60111,沙龙王,,1,0,,Em011_ex01,EmCommon,Em011_ex01,6,0,SandDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,SandDragonCatchCamera,SandDragonCatchCameraPoint,GoDown,,,3,1623,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.05,1.5,1.1,1.3,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
60120,60120,电龙,,1,0|2,,Em012,EmCommon,Em012,1,0,FlyDragonDeathCamera,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,3,921,15,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.08,1.25,1.3,1.1,240,80,3,1,,"0,0,0",0,0,4,4,10,10,3000000,100,100,,,
