Internal ID,Asset ID,English Name,Chinese Name,Width*,Length,Height*,Hitzones,,,,,,,,,
60231,em023_u01,Sandstone Basarios,砂岩龙,,,,,,,,,,,,,
60232,em023,Crystal Basarios,晶岩龙,,,,,,,,,,,,,
60233,em023_ex01,Basarios (Abnormal),岩龙EX,,,,,,,,,,,,,
60234,em023_u01,Sandstone Basarios (?),砂岩龙,,,,,,,,,,,,,
60240,em024,NB5 - Merphistophelin,荒厄龙,3272.32,3618.62,857.466,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,40,40,35,10,10,10,10,10
,,,,,,,Neck,0,40,35,30,10,10,10,10,10
,,,,,,,LeftLeg,0,35,40,28,10,10,10,10,10
,,,,,,,RightLeg,0,35,35,30,10,10,10,10,10
,,,,,,,LeftWing,0,35,35,30,10,10,10,10,10
,,,,,,,RightWing,0,35,30,35,10,10,10,10,10
,,,,,,,LeftHand,0,35,30,35,10,10,10,10,10
,,,,,,,RightHand,0,30,28,28,10,10,10,10,10
,,,,,,,Body,0,30,28,28,10,10,10,10,10
,,,,,,,Tail,0,30,30,25,10,10,10,10,10
,,,,,,,Fire,,,,,,,,,
,,,,,,,Head,100,40,40,35,0,20,15,0,5
,,,,,,,Neck,0,40,35,30,0,20,15,0,5
,,,,,,,LeftLeg,0,35,40,28,0,30,20,0,5
,,,,,,,RightLeg,0,35,35,30,0,10,15,0,5
,,,,,,,LeftWing,0,35,35,30,0,10,15,0,5
,,,,,,,RightWing,0,35,30,35,0,15,10,0,5
,,,,,,,LeftHand,0,35,30,35,0,15,10,0,5
,,,,,,,RightHand,0,30,28,28,0,20,15,0,5
,,,,,,,Body,0,30,28,28,0,20,15,0,5
,,,,,,,Tail,0,30,30,25,0,15,10,0,5
,,,,,,,Water/Ice/Thunder  [UNUSED],,,,,,,,,
,,,,,,,Head,100,40,40,35,0,0,0,0,0
,,,,,,,Neck,0,40,35,30,0,0,0,0,0
,,,,,,,LeftLeg,0,35,40,28,0,0,0,0,0
,,,,,,,RightLeg,0,35,35,30,0,0,0,0,0
,,,,,,,LeftWing,0,35,35,30,0,0,0,0,0
,,,,,,,RightWing,0,35,30,35,0,0,0,0,0
,,,,,,,LeftHand,0,35,30,35,0,0,0,0,0
,,,,,,,RightHand,0,30,28,28,0,0,0,0,0
,,,,,,,Body,0,30,28,28,0,0,0,0,0
,,,,,,,Tail,0,30,30,25,0,0,0,0,0
,,,,,,,Dragon,,,,,,,,,
,,,,,,,Head,100,40,40,35,20,0,0,15,0
,,,,,,,Neck,0,40,35,30,20,0,0,15,0
,,,,,,,LeftLeg,0,35,40,28,30,0,0,20,0
,,,,,,,RightLeg,0,35,35,30,10,0,0,15,0
,,,,,,,LeftWing,0,35,35,30,10,0,0,15,0
,,,,,,,RightWing,0,35,30,35,15,0,0,10,0
,,,,,,,LeftHand,0,35,30,35,15,0,0,10,0
,,,,,,,RightHand,0,30,28,28,20,0,0,15,0
,,,,,,,Body,0,30,28,28,20,0,0,15,0
,,,,,,,Tail,0,30,30,25,15,0,0,10,0
60242,em024,Elemental Merphistophelin,御五相,3272.32,3618.62,857.466,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,45,45,35,10,10,10,10,10
,,,,,,,Neck,0,40,35,30,10,10,10,10,10
,,,,,,,LeftLeg,0,35,35,30,10,10,10,10,10
,,,,,,,RightLeg,0,35,35,30,10,10,10,10,10
,,,,,,,LeftWing,0,35,30,35,10,10,10,10,10
,,,,,,,RightWing,0,35,30,35,10,10,10,10,10
,,,,,,,LeftHand,0,30,28,28,10,10,10,10,10
,,,,,,,RightHand,0,30,28,28,10,10,10,10,10
,,,,,,,Body,0,35,40,28,10,10,10,10,10
,,,,,,,Tail,0,30,30,25,10,10,10,10,10
,,,,,,,Fire,,,,,,,,,
,,,,,,,Head,100,40,40,35,0,20,15,0,0
,,,,,,,Neck,0,40,35,30,0,20,15,0,0
,,,,,,,LeftLeg,0,35,40,28,0,30,20,0,0
,,,,,,,RightLeg,0,35,35,30,0,10,15,0,0
,,,,,,,LeftWing,0,35,35,30,0,10,15,0,0
,,,,,,,RightWing,0,35,30,35,0,15,10,0,0
,,,,,,,LeftHand,0,35,30,35,0,15,10,0,0
,,,,,,,RightHand,0,30,28,28,0,20,15,0,0
,,,,,,,Body,0,30,28,28,0,20,15,0,0
,,,,,,,Tail,0,30,30,25,0,15,10,0,0
,,,,,,,Water,,,,,,,,,
,,,,,,,Head,100,40,40,35,0,0,20,0,15
,,,,,,,Neck,0,40,35,30,0,0,20,0,15
,,,,,,,LeftLeg,0,35,40,28,0,0,30,0,20
,,,,,,,RightLeg,0,35,35,30,0,0,10,0,15
,,,,,,,LeftWing,0,35,35,30,0,0,10,0,15
,,,,,,,RightWing,0,35,30,35,0,0,15,0,10
,,,,,,,LeftHand,0,35,30,35,0,0,15,0,10
,,,,,,,RightHand,0,30,28,28,0,0,20,0,15
,,,,,,,Body,0,30,28,28,0,0,20,0,15
,,,,,,,Tail,0,30,30,25,0,0,15,0,10
,,,,,,,Ice,,,,,,,,,
,,,,,,,Head,100,40,40,35,20,20,0,0,0
,,,,,,,Neck,0,40,35,30,20,20,0,0,0
,,,,,,,LeftLeg,0,35,40,28,30,30,0,0,0
,,,,,,,RightLeg,0,35,35,30,10,10,0,0,0
,,,,,,,LeftWing,0,35,35,30,10,10,0,0,0
,,,,,,,RightWing,0,35,30,35,15,15,0,0,0
,,,,,,,LeftHand,0,35,30,35,15,15,0,0,0
,,,,,,,RightHand,0,30,28,28,20,20,0,0,0
,,,,,,,Body,0,30,28,28,20,20,0,0,0
,,,,,,,Tail,0,30,30,25,15,15,0,0,0
,,,,,,,Thunder,,,,,,,,,
,,,,,,,Head,100,40,40,35,20,0,0,0,15
,,,,,,,Neck,0,40,35,30,20,0,0,0,15
,,,,,,,LeftLeg,0,35,40,28,30,0,0,0,20
,,,,,,,RightLeg,0,35,35,30,10,0,0,0,15
,,,,,,,LeftWing,0,35,35,30,10,0,0,0,15
,,,,,,,RightWing,0,35,30,35,15,0,0,0,10
,,,,,,,LeftHand,0,35,30,35,15,0,0,0,10
,,,,,,,RightHand,0,30,28,28,20,0,0,0,15
,,,,,,,Body,0,30,28,28,20,0,0,0,15
,,,,,,,Tail,0,30,30,25,15,0,0,0,10
,,,,,,,Dragon,,,,,,,,,
,,,,,,,Head,100,40,40,35,0,0,0,0,0
,,,,,,,Neck,0,40,35,30,0,0,0,0,0
,,,,,,,LeftLeg,0,35,40,28,0,0,0,0,0
,,,,,,,RightLeg,0,35,35,30,0,0,0,0,0
,,,,,,,LeftWing,0,35,35,30,0,0,0,0,0
,,,,,,,RightWing,0,35,30,35,0,0,0,0,0
,,,,,,,LeftHand,0,35,30,35,0,0,0,0,0
,,,,,,,RightHand,0,30,28,28,0,0,0,0,0
,,,,,,,Body,0,30,28,28,0,0,0,0,0
,,,,,,,Tail,0,30,30,25,0,0,0,0,0
60243,em024,Merphistophelin (Tutorial Ver.),荒厄龙新手版,3272.32,3618.62,857.466,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,100,45,45,35,10,10,10,10,10
,,,,,,,Neck,0,40,35,30,10,10,10,10,10
,,,,,,,LeftLeg,0,35,35,30,10,10,10,10,10
,,,,,,,RightLeg,0,35,35,30,10,10,10,10,10
,,,,,,,LeftWing,0,35,30,35,10,10,10,10,10
,,,,,,,RightWing,0,35,30,35,10,10,10,10,10
,,,,,,,LeftHand,0,30,28,28,10,10,10,10,10
,,,,,,,RightHand,0,30,28,28,10,10,10,10,10
,,,,,,,Body,0,35,40,28,10,10,10,10,10
,,,,,,,Tail,0,30,30,25,10,10,10,10,10
60250,em025,Rathalos,雄火龙,1723.51,1615.2,468.619,,,,,,,,,,
60251,em025_u01,Azure Rathalos,苍火龙,,,,,,,,,,,,,
60252,em025_u02,Silver Rathalos,银火龙,,,,,,,,,,,,,
60253,em025,Rathalos (?),雄火龙,,,,,,,,,,,,,
60254,em025_u04,Aberrant Silver Rathalos,奇烈银火龙,,,,,,,,,,,,,
60256,em025,Azure Rathalos-Related Entity,联动苍火龙,,,,,,,,,,,,,
60257,em025,Rathalos (Raid),[配信Raid]雄火龙,,,,,,,,,,,,,
60260,em026,Akura Vashimu,尾晶蝎,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,head,80,15,40,20,0,0,0,0,0
,,,,,,,Body,0,20,20,10,0,0,0,0,0
,,,,,,,LeftFoot,0,26,26,10,0,0,0,0,0
,,,,,,,RightFoot,0,26,26,10,0,0,0,0,0
,,,,,,,LeftHand,0,15,35,15,0,0,0,0,0
,,,,,,,RightHand,0,15,35,15,0,0,0,0,0
,,,,,,,tail,0,30,5,30,0,0,0,0,0
,,,,,,,FallDown,,,,,,,,,
,,,,,,,head,80,50,60,40,0,0,0,0,0
,,,,,,,Body,0,50,50,80,0,0,0,0,0
,,,,,,,LeftFoot,0,60,20,20,0,0,0,0,0
,,,,,,,RightFoot,0,60,20,20,0,0,0,0,0
,,,,,,,LeftHand,0,50,50,40,0,0,0,0,0
,,,,,,,RightHand,0,50,50,40,0,0,0,0,0
,,,,,,,tail,0,40,20,50,0,0,0,0,0
,,,,,,,with Broken Part % Modifier,,,,,,,,,
,,,,,,,head,80,22.5,14,20,0,0,0,0,0
,,,,,,,LeftHand,0,22.5,12.25,15,0,0,0,0,0
,,,,,,,RightHand,0,22.5,12.25,15,0,0,0,0,0
60261,em026_u01,Akura Jebia,灰晶蝎,,,,,,,,,,,,,
60262,em026_u02,Aberrant Akura Vashimu,奇烈尾晶蝎,,,,,,,,,,,,,
60270,em027,Pariapuria,吞龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,100,30,80,40,0,0,5,5,0
,,,,,,,Body,0,50,30,25,0,0,10,5,0
,,,,,,,Tail,0,40,20,75,0,0,20,5,0
,,,,,,,LeftHand,0,30,50,25,0,0,25,5,0
,,,,,,,RightHand,0,30,50,25,0,0,25,5,0
,,,,,,,LeftLeg,0,30,50,25,0,0,25,5,0
,,,,,,,RightLeg,0,30,50,25,0,0,25,5,0
60272,em027,Pariapuria (Feeding Event),吞龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Body,0,50,30,25,0,0,10,5,0
,,,,,,,LeftLeg,0,30,50,25,0,0,25,5,0
,,,,,,,RightLeg,0,30,50,25,0,0,25,5,0
,,,,,,,Head,100,30,80,40,0,0,5,5,0
,,,,,,,RightHand,0,30,50,25,0,0,25,5,0
,,,,,,,Tail,0,40,20,75,0,0,20,5,0
,,,,,,,LeftHand,0,30,50,25,0,0,25,5,0
60280,em028,Tigrex,轰龙,1508.752019,1533.368019,398.946405,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,75,65,40,0,15,30,5,20
,,,,,,,Neck,0,50,50,25,0,10,20,5,15
,,,,,,,Back,0,28,30,20,15,15,25,10,15
,,,,,,,Belly,0,45,40,25,0,15,25,10,5
,,,,,,,Tail,0,35,30,15,0,5,15,0,15
,,,,,,,LeftHand,0,28,20,30,0,15,20,10,15
,,,,,,,RightHand,0,28,20,30,0,15,20,10,15
,,,,,,,LeftLeg,0,40,45,40,0,5,10,0,5
,,,,,,,RightLeg,0,40,45,40,0,5,10,0,5
,,,,,,,Angry,,,,,,,,,
,,,,,,,Head,100,80,70,45,0,15,35,5,20
,,,,,,,Neck,0,55,55,20,0,10,20,5,15
,,,,,,,Back,0,30,35,20,15,15,25,10,15
,,,,,,,Belly,0,50,45,20,0,15,25,10,5
,,,,,,,LeftHand,0,35,30,10,0,5,15,0,15
,,,,,,,RightHand,0,30,25,30,0,15,25,10,15
,,,,,,,LeftLeg,0,30,25,30,0,15,25,10,15
,,,,,,,RightLeg,0,40,45,40,0,5,10,0,5
,,,,,,,Tail,0,40,45,40,0,5,10,0,5
60281,em028_u01,Flame Tigrex,炎轰龙,1885.94,1916.71,498.683,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,65,55,40,0,20,5,15,15
,,,,,,,Neck,0,44,44,34,0,20,5,15,15
,,,,,,,Back,0,40,35,30,0,20,10,15,5
,,,,,,,Belly,0,30,35,25,10,15,10,10,5
,,,,,,,Tail,0,35,30,30,0,15,5,10,15
,,,,,,,LeftHand,0,30,30,23,0,20,5,15,10
,,,,,,,RightHand,0,30,30,23,0,20,5,15,10
,,,,,,,LeftLeg,0,30,30,25,0,15,10,10,5
,,,,,,,RightLeg,0,30,30,25,0,15,10,10,5
,,,,,,,Angry [UNUSED],,,,,,,,,
,,,,,,,Head,100,70,60,45,0,20,5,15,15
,,,,,,,Neck,0,44,44,40,0,20,5,15,15
,,,,,,,Back,0,40,35,30,0,20,10,15,5
,,,,,,,Belly,0,35,40,25,10,15,10,10,5
,,,,,,,Tail,0,35,30,30,0,15,5,10,15
,,,,,,,LeftHand,0,32,32,25,0,20,5,15,10
,,,,,,,RightHand,0,32,32,25,0,20,5,15,10
,,,,,,,LeftLeg,0,30,30,25,0,15,10,10,5
,,,,,,,RightLeg,0,30,30,25,0,15,10,10,5
,,,,,,,with Armored Part % Modifier,,,,,,,,,
,,,,,,,Head,100,19.5,19.25,15.2,0,15,5,10.5,15
,,,,,,,LeftHand,0,21,21,14.95,0,15,5,10.5,10
,,,,,,,RightHand,0,21,21,14.95,0,15,5,10.5,10
,,,,,,,with Molten Part % Modifier,,,,,,,,,
,,,,,,,Head,100,29.25,30.25,25.2,0,50,5,34.5,15
,,,,,,,LeftHand,0,27,27,21.16,0,50,5,34.5,10
,,,,,,,RightHand,0,27,27,21.16,0,50,5,34.5,10
60282,em028,Tigrex (Arctic Ridge),轰龙雪山,1885.94,1916.71,498.683,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,100,65,55,40,0,15,30,5,20
,,,,,,,Neck,0,45,45,25,0,10,20,5,15
,,,,,,,Back,0,28,30,20,15,15,25,10,15
,,,,,,,Belly,0,45,40,25,0,15,25,10,5
,,,,,,,Tail,0,35,30,15,0,5,15,0,15
,,,,,,,LeftHand,0,28,20,30,0,15,20,10,15
,,,,,,,RightHand,0,28,20,30,0,15,20,10,15
,,,,,,,LeftLeg,0,35,40,40,0,5,10,0,5
,,,,,,,RightLeg,0,35,40,40,0,5,10,0,5
60284,em028,Tigrex (?),轰龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,75,65,40,0,15,60,5,20
,,,,,,,Neck,0,50,50,25,0,10,40,5,15
,,,,,,,Back,0,28,30,20,15,15,50,10,15
,,,,,,,Belly,0,45,40,25,0,15,50,10,5
,,,,,,,Tail,0,35,30,15,0,5,30,0,15
,,,,,,,LeftHand,0,28,20,30,0,15,40,10,15
,,,,,,,RightHand,0,28,20,30,0,15,40,10,15
,,,,,,,LeftLeg,0,40,45,40,0,5,20,0,5
,,,,,,,RightLeg,0,40,45,40,0,5,20,0,5
,,,,,,,Angry,,,,,,,,,
,,,,,,,Head,100,80,70,45,0,15,70,5,20
,,,,,,,Neck,0,55,55,20,0,10,40,5,15
,,,,,,,Back,0,30,35,20,15,15,50,10,15
,,,,,,,Belly,0,50,45,20,0,15,50,10,5
,,,,,,,LeftHand,0,35,30,10,0,5,30,0,15
,,,,,,,RightHand,0,30,25,30,0,15,50,10,15
,,,,,,,LeftLeg,0,30,25,30,0,15,50,10,15
,,,,,,,RightLeg,0,40,45,40,0,5,20,0,5
,,,,,,,Tail,0,40,45,40,0,5,20,0,5
60285,em028_u02,Aberrant Tigrex,奇烈轰龙,2074.534,2108.381,548.5513,,,,,,,,,,
60290,em029,Lavasioth,熔岩龙,,,,,,,,,,,,,
60300,em030,Diablos,角龙,,,,,,,,,,,,,
60301,em030_u01,Black Diablos,黑角龙,,,,,,,,,,,,,
60302,em030_u01_x01,Aberrant Diablos,奇烈黑角龙,,,,,,,,,,,,,
60310,em031,Kushala Daora,钢龙,1485.29,1909.7375,631.2865,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,100,50,60,30,10,5,30,0,35
,,,,,,,Body,0,35,50,25,10,5,15,0,20
,,,,,,,LeftLeg,0,30,35,25,10,5,15,0,20
,,,,,,,RightLeg,0,30,35,25,10,5,15,0,20
,,,,,,,LeftWing,0,26,15,20,10,5,15,0,20
,,,,,,,RightWing,0,26,15,20,10,5,15,0,20
,,,,,,,LeftHand,0,30,25,20,10,5,20,0,20
,,,,,,,RightHand,0,30,25,20,10,5,20,0,20
,,,,,,,Tail,0,35,30,40,10,5,30,0,30
60311,em031_u01,Rusted Kushala Daora,锈钢龙,1223.18,1572.725,519.883,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,45,45,35,5,35,5,0,30
,,,,,,,Body,0,30,40,20,0,20,5,0,20
,,,,,,,LeftLeg,0,23,23,18,0,10,5,0,10
,,,,,,,RightLeg,0,23,23,18,0,10,5,0,10
,,,,,,,LeftWing,0,25,15,20,0,15,5,0,20
,,,,,,,RightWing,0,25,15,20,0,15,5,0,20
,,,,,,,LeftHand,0,30,30,20,0,20,5,0,20
,,,,,,,RightHand,0,30,30,20,0,20,5,0,20
,,,,,,,Tail,0,30,26,35,0,30,5,0,25
,,,,,,,Body,0,26,35,20,0,25,0,0,10
,,,,,,,Wind,,,,,,,,,
,,,,,,,Head,100,40,40,30,10,40,5,0,35
,,,,,,,LeftLeg,0,18,18,16,0,15,0,0,10
,,,,,,,RightLeg,0,18,18,16,0,15,0,0,10
,,,,,,,LeftWing,0,23,15,20,0,20,0,0,10
,,,,,,,RightWing,0,23,15,20,0,20,0,0,10
,,,,,,,LeftHand,0,26,26,20,0,20,0,0,10
,,,,,,,RightHand,0,26,26,20,0,20,0,0,10
,,,,,,,Tail,0,26,26,25,0,40,0,0,35
60320,em032,[SCRAPPED] Hui Lung / Shining Wyvern,辉龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,None,,,,,,,,,
60330,em033,Chameleos,霞龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,45,50,30,35,0,20,0,35
,,,,,,,Body,0,26,30,22,35,0,15,5,20
,,,,,,,LeftLeg,0,30,27,20,25,0,10,0,25
,,,,,,,RightLeg,0,30,27,20,25,0,10,0,25
,,,,,,,LeftWing,0,26,23,30,10,0,15,0,15
,,,,,,,RightWing,0,26,23,30,10,0,15,0,15
,,,,,,,LeftHand,0,28,26,20,15,0,20,0,10
,,,,,,,RightHand,0,28,26,20,15,0,20,0,10
,,,,,,,Tail,0,30,23,20,10,0,10,0,5
,,,,,,,Stealth,,,,,,,,,
,,,,,,,Head,100,40,45,25,40,0,20,0,35
,,,,,,,Body,0,23,26,20,40,0,15,5,20
,,,,,,,LeftLeg,0,26,23,15,30,0,15,0,25
,,,,,,,RightLeg,0,26,23,15,30,0,15,0,25
,,,,,,,LeftWing,0,20,20,25,15,0,15,0,15
,,,,,,,RightWing,0,20,20,25,15,0,15,0,15
,,,,,,,LeftHand,0,20,23,15,20,0,10,0,10
,,,,,,,RightHand,0,20,23,15,20,0,10,0,10
,,,,,,,Tail,0,23,20,20,15,0,10,0,5
60340,em034,Kamu Orugaron,雄响狼,,,,,,,,,,,,,
60341,em034_u01,Nono Orugaron,雌响狼,,,,,,,,,,,,,
60350,em035,Kirin,麒麟,100.7741,488.8814,298.072,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Body,0,23,24,23,5,5,0,5,5
,,,,,,,Head,100,65,70,65,5,5,0,5,5
,,,,,,,Face,100,45,40,50,5,5,0,5,5
60360,em036,Espinas,棘龙,1429.59,1589.72,526.014,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,30,35,25,0,10,5,30,10
,,,,,,,Neck,100,30,35,25,0,10,5,15,10
,,,,,,,Back,0,25,25,25,0,5,5,15,10
,,,,,,,Abdomen,0,45,40,40,0,5,5,30,5
,,,,,,,Tail,0,25,25,25,0,5,5,25,5
,,,,,,,LeftWing,0,20,25,20,0,5,5,15,10
,,,,,,,RightWing,0,20,25,20,0,5,5,15,10
,,,,,,,LeftLeg,0,25,30,30,0,5,5,5,5
,,,,,,,RightLeg,0,25,30,30,0,5,5,5,5
,,,,,,,Angry [UNUSED],,,,,,,,,
,,,,,,,Head,100,45,40,30,0,10,5,35,15
,,,,,,,Neck,100,35,30,25,0,10,5,20,10
,,,,,,,Back,0,30,30,20,0,5,5,35,10
,,,,,,,Abdomen,0,50,45,35,0,5,5,40,15
,,,,,,,Tail,0,35,30,25,0,5,5,30,5
,,,,,,,LeftWing,0,30,30,25,0,5,5,20,10
,,,,,,,RightWing,0,30,30,25,0,5,5,20,10
,,,,,,,LeftLeg,0,25,30,30,0,5,5,10,5
,,,,,,,RightLeg,0,25,30,30,0,5,5,10,5
60361,em036_u01,Flaming Espinas,棘茶龙,1429.59,1589.72,526.014,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,15,20,35,10,25,10,5,0
,,,,,,,Neck,0,20,20,25,10,10,10,5,0
,,,,,,,Back,0,10,15,25,5,15,10,5,0
,,,,,,,Abdomen,0,45,40,40,5,25,5,5,0
,,,,,,,Tail,0,25,25,25,5,15,5,5,0
,,,,,,,LeftWing,0,10,25,10,5,10,10,5,0
,,,,,,,RightWing,0,10,25,10,5,10,10,5,0
,,,,,,,LeftLeg,0,20,20,40,5,5,5,5,0
,,,,,,,RightLeg,0,20,20,40,5,5,5,5,0
,,,,,,,Angry [UNUSED],,,,,,,,,
,,,,,,,Head,100,50,40,30,10,35,15,0,5
,,,,,,,Neck,0,40,35,25,10,15,10,5,0
,,,,,,,Back,0,25,30,20,5,25,10,5,0
,,,,,,,Abdomen,0,55,45,35,5,40,15,5,0
,,,,,,,Tail,0,35,25,25,5,15,10,5,0
,,,,,,,LeftWing,0,30,30,25,5,15,10,5,0
,,,,,,,RightWing,0,30,30,25,5,15,10,5,0
,,,,,,,LeftLeg,0,20,20,30,5,5,5,5,0
,,,,,,,RightLeg,0,20,20,30,5,5,5,5,0
60370,em037,Yama Tsukami,浮岳龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,0,50,60,35,0,0,0,35,30
,,,,,,,Eye,0,90,90,60,5,0,0,25,20
,,,,,,,Mouth,0,80,70,90,0,10,0,40,50
,,,,,,,Antennae,0,55,50,25,0,0,0,30,20
,,,,,,,LeftArm,0,50,50,30,0,0,0,30,30
,,,,,,,RightArm,0,50,50,30,0,0,0,30,30
,,,,,,,LeftLeg,0,50,50,30,0,0,0,30,30
,,,,,,,RightLeg,0,50,50,30,0,0,0,30,30
,,,,,,,Back,0,50,60,40,0,0,0,20,25
,,,,,,,Abdomen,0,65,60,30,0,0,0,30,20
,,,,,,,Shell1,0,50,60,40,0,0,0,20,25
,,,,,,,Shell2,0,50,60,40,0,0,0,20,25
,,,,,,,Shell3,0,50,60,40,0,0,0,20,25
,,,,,,,Shell4,0,50,60,40,0,0,0,20,25
,,,,,,,Hard,,,,,,,,,
,,,,,,,Head,0,5,5,5,0,0,0,0,0
,,,,,,,Eye,0,5,5,5,0,0,0,0,0
,,,,,,,Mouth,0,5,5,5,0,0,0,0,0
,,,,,,,Antennae,0,5,5,5,0,0,0,0,0
,,,,,,,LeftArm,0,50,50,30,0,0,0,0,0
,,,,,,,RightArm,0,50,50,30,0,0,0,0,0
,,,,,,,LeftLeg,0,50,50,30,0,0,0,0,0
,,,,,,,RightLeg,0,50,50,30,0,0,0,0,0
,,,,,,,Back,0,5,5,5,0,0,0,0,0
,,,,,,,Abdomen,0,5,5,5,0,0,0,0,0
,,,,,,,Shell1,0,5,5,5,0,0,0,0,0
,,,,,,,Shell2,0,5,5,5,0,0,0,0,0
,,,,,,,Shell3,0,5,5,5,0,0,0,0,0
,,,,,,,Shell4,0,5,5,5,0,0,0,0,0
,,,,,,,Broken Abdomen % Modifier,,,,,,,,,
,,,,,,,Abdomen,50%,50%,50%,50%,50%,50%,50%,50%,50%
60371,em037_arm,Yama Tsukami Tentacle,浮岳龙触手,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Body,0,50,50,30,0,0,0,20,25
60380,em038,Lunastra,炎妃龙,1511.5465,1848.5205,748.1275,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Body,0,20,25,20,0,5,5,15,10
,,,,,,,Head,100,40,60,30,0,10,10,25,20
,,,,,,,LeftLeg,0,35,40,20,0,5,5,15,10
,,,,,,,RightLeg,0,35,40,20,0,5,5,15,10
,,,,,,,LeftWing,0,20,15,20,0,5,5,15,10
,,,,,,,RightWing,0,20,15,20,0,5,5,15,10
,,,,,,,LeftHand,0,35,40,20,0,5,5,15,10
,,,,,,,RightHand,0,35,40,20,0,5,5,15,10
,,,,,,,Tail,0,40,25,60,0,10,5,25,25
,,,,,,,Angry,,,,,,,,,
,,,,,,,Body,0,20,25,20,0,5,5,5,5
,,,,,,,Head,100,50,60,30,0,15,10,10,25
,,,,,,,LeftLeg,0,40,50,35,0,10,5,5,5
,,,,,,,RightLeg,0,40,50,35,0,10,5,5,5
,,,,,,,LeftWing,0,20,20,10,0,10,5,5,5
,,,,,,,RightWing,0,20,20,10,0,10,5,5,5
,,,,,,,LeftHand,0,40,50,35,0,10,5,5,5
,,,,,,,RightHand,0,40,50,35,0,10,5,5,5
,,,,,,,Tail,0,45,30,65,0,15,5,5,30
60390,em039,Gravios,铠龙,2910.615,2091.48,881.5155,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,24,28,24,0,15,5,5,35
,,,,,,,Neck,0,28,28,20,0,30,5,15,10
,,,,,,,Body,0,26,28,20,0,20,5,5,5
,,,,,,,RightWing,0,28,28,24,0,30,5,5,10
,,,,,,,LeftLeg,0,25,25,25,0,25,5,10,10
,,,,,,,RightLeg,0,25,25,25,0,25,5,10,10
,,,,,,,Abdomen,0,28,30,28,0,30,5,10,30
,,,,,,,Back,0,20,20,25,0,30,5,5,10
,,,,,,,LeftWing,0,28,28,24,0,30,5,5,10
,,,,,,,Tail,0,26,30,20,0,30,5,10,10
,,,,,,,with Broken Part % Modifier,,,,,,,,,
,,,,,,,LeftLeg,0,30,30,30,0,30,6,12,12
,,,,,,,RightLeg,0,30,30,30,0,30,6,12,12
,,,,,,,Abdomen,0,50.4,54,50.4,0,54,9,18,54
60391,em039_u01,Black Gravios,黑铠龙,2910.615,2091.48,881.5155,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,100,23,24,20,0,15,10,5,5
